Generated By: (Host)C3_PE3_LC0_G0 ID:    0 Msg: [id: 0, src: (Host)C3_PE3_LC0_G0, dst: (Sink)C3_PE3_LC0_S1, time: 0.0404556639926, size: 328.641465675, prio: 1]
Generated By: (Host)C2_PE2_LC0_G2 ID:   81 Msg: [id: 81, src: (Host)C2_PE2_LC0_G2, dst: (Sink)C1_PE2_LC1_S0, time: 65.3793101799, size: 989.018934021, prio: 3]
Generated By: (Host)C1_PE1_LC0_G0 ID:   65 Msg: [id: 65, src: (Host)C1_PE1_LC0_G0, dst: (Sink)C2_PE1_LC1_S3, time: 65.3849264632, size: 2010.43898452, prio: 3]
Generated By: (Host)C2_PE2_LC0_G0 ID:   62 Msg: [id: 62, src: (Host)C2_PE2_LC0_G0, dst: (Sink)C1_PE3_LC0_S3, time: 65.390133308, size: 202.607703739, prio: 1]
Generated By: (Host)C2_PE3_LC0_G3 ID:   58 Msg: [id: 58, src: (Host)C2_PE3_LC0_G3, dst: (Sink)C2_PE2_LC0_S0, time: 65.3917333515, size: 230.023814917, prio: 2]
Generated By: (Host)C3_PE2_LC1_G0 ID:   52 Msg: [id: 52, src: (Host)C3_PE2_LC1_G0, dst: (Sink)C1_PE1_LC0_S1, time: 65.3954524052, size: 1022.13497751, prio: 2]
=======================================
Received at: 65.3982244184 By: (Sink)C3_PE3_LC0_S2 Msg: [id: 71, src: (Host)C3_PE2_LC0_G0, dst: (Sink)C3_PE3_LC0_S2, time: 58.0770313455, size: 140.999418466, prio: 3]
[(Host)C3_PE2_LC0_G0, C3_PE2_LC0, C3_PE2_LC2, C3_AGG2_LC0, C3_PE3_LC2, C3_PE3_LC0, (Sink)C3_PE3_LC0_S2]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
=======================================
Received at: 65.3986587202 By: (Sink)C1_PE2_LC0_S3 Msg: [id: 74, src: (Host)C1_PE2_LC0_G2, dst: (Sink)C1_PE2_LC0_S3, time: 63.3835608331, size: 943.617942628, prio: 2]
[(Host)C1_PE2_LC0_G2, C1_PE2_LC0, (Sink)C1_PE2_LC0_S3]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
=======================================
Received at: 65.4164669464 By: (Sink)C1_PE2_LC1_S4 Msg: [id: 52, src: (Host)C1_PE2_LC1_G1, dst: (Sink)C1_PE2_LC1_S4, time: 63.4090157524, size: 465.699625881, prio: 3]
[(Host)C1_PE2_LC1_G1, C1_PE2_LC1, (Sink)C1_PE2_LC1_S4]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
=======================================
Received at: 65.4417361606 By: (Sink)C3_PE3_LC1_S0 Msg: [id: 36, src: (Host)C2_PE1_LC0_G0, dst: (Sink)C3_PE3_LC1_S0, time: 36.0464944527, size: 130.712744799, prio: 1]
[(Host)C2_PE1_LC0_G0, C2_PE1_LC0, C2_PE1_LC2, C2_AGG2_LC0, C2_AGG2_LC1, C2_P2_LC0, C2_P2_LC1, C2_Mux, R5_1, R3_1, C3_Mux, C3_P1_LC1, C3_P1_LC0, C3_AGG1_LC1, C3_AGG1_LC0, C3_PE3_LC2, C3_PE3_LC1, (Sink)C3_PE3_LC1_S0]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C3_PE1_LC1_G4 ID:   69 Msg: [id: 69, src: (Host)C3_PE1_LC1_G4, dst: (Sink)C2_PE2_LC1_S0, time: 65.4548729565, size: 155.923997566, prio: 2]
Generated By: (Host)C3_PE1_LC0_G0 ID:   76 Msg: [id: 76, src: (Host)C3_PE1_LC0_G0, dst: (Sink)C2_PE2_LC0_S0, time: 65.4554212016, size: 170.391098647, prio: 1]
=======================================
Received at: 65.4628797198 By: (Sink)C3_PE1_LC1_S0 Msg: [id: 19, src: (Host)C2_PE3_LC0_G3, dst: (Sink)C3_PE1_LC1_S0, time: 23.4556714607, size: 61.6229640519, prio: 1]
[(Host)C2_PE3_LC0_G3, C2_PE3_LC0, C2_PE3_LC2, C2_AGG2_LC0, C2_AGG2_LC1, C2_P2_LC0, C2_P2_LC1, C2_Mux, R5_1, R3_1, C3_Mux, C3_P1_LC1, C3_P1_LC0, C3_AGG1_LC1, C3_AGG1_LC0, C3_PE1_LC2, C3_PE1_LC1, (Sink)C3_PE1_LC1_S0]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
=======================================
Received at: 65.4693405062 By: (Sink)C2_PE1_LC0_S3 Msg: [id: 35, src: (Host)C3_PE1_LC1_G2, dst: (Sink)C2_PE1_LC0_S3, time: 22.9157230975, size: 648.981078804, prio: 1]
[(Host)C3_PE1_LC1_G2, C3_PE1_LC1, C3_PE1_LC2, C3_AGG1_LC0, C3_AGG1_LC1, C3_P1_LC0, C3_P1_LC1, C3_Mux, R3_1, R5_1, C2_Mux, C2_P2_LC1, C2_P2_LC0, C2_AGG2_LC1, C2_AGG2_LC0, C2_PE1_LC2, C2_PE1_LC0, (Sink)C2_PE1_LC0_S3]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
=======================================
Received at: 65.4799946309 By: (Sink)C3_PE3_LC0_S2 Msg: [id: 25, src: (Host)C2_PE2_LC0_G1, dst: (Sink)C3_PE3_LC0_S2, time: 34.1126866193, size: 49.4483753301, prio: 1]
[(Host)C2_PE2_LC0_G1, C2_PE2_LC0, C2_PE2_LC2, C2_AGG2_LC0, C2_AGG2_LC1, C2_P2_LC0, C2_P2_LC1, C2_Mux, R5_1, R3_1, C3_Mux, C3_P1_LC1, C3_P1_LC0, C3_AGG1_LC1, C3_AGG1_LC0, C3_PE3_LC2, C3_PE3_LC0, (Sink)C3_PE3_LC0_S2]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C3_PE3_LC1_G1 ID:   64 Msg: [id: 64, src: (Host)C3_PE3_LC1_G1, dst: (Sink)C2_PE1_LC0_S0, time: 65.4912138926, size: 907.194690123, prio: 3]
=======================================
Received at: 65.4915357811 By: (Sink)C1_PE1_LC1_S1 Msg: [id: 73, src: (Host)C1_PE1_LC1_G4, dst: (Sink)C1_PE1_LC1_S1, time: 63.4909645237, size: 35.7035854011, prio: 2]
[(Host)C1_PE1_LC1_G4, C1_PE1_LC1, (Sink)C1_PE1_LC1_S1]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C3_PE3_LC0_G0 ID:   71 Msg: [id: 71, src: (Host)C3_PE3_LC0_G0, dst: (Sink)C3_PE1_LC1_S1, time: 65.4917758633, size: 580.120111145, prio: 2]
Generated By: (Host)C3_PE2_LC0_G4 ID:   63 Msg: [id: 63, src: (Host)C3_PE2_LC0_G4, dst: (Sink)C1_PE3_LC0_S3, time: 65.4930506422, size: 158.536735399, prio: 1]
Generated By: (Host)C1_PE3_LC1_G1 ID:   72 Msg: [id: 72, src: (Host)C1_PE3_LC1_G1, dst: (Sink)C2_PE3_LC1_S4, time: 65.493101794, size: 194.410474844, prio: 3]
Generated By: (Host)C3_PE2_LC0_G3 ID:   63 Msg: [id: 63, src: (Host)C3_PE2_LC0_G3, dst: (Sink)C3_PE3_LC0_S2, time: 65.5405981373, size: 254.04359311, prio: 2]
=======================================
Received at: 65.5406060095 By: (Sink)C2_PE1_LC0_S1 Msg: [id: 55, src: (Host)C2_PE2_LC0_G0, dst: (Sink)C2_PE1_LC0_S1, time: 60.698885656, size: 100.060294822, prio: 1]
[(Host)C2_PE2_LC0_G0, C2_PE2_LC0, C2_PE2_LC2, C2_AGG2_LC0, C2_PE1_LC2, C2_PE1_LC0, (Sink)C2_PE1_LC0_S1]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
=======================================
Received at: 65.5522363273 By: (Sink)C1_PE3_LC1_S3 Msg: [id: 64, src: (Host)C1_PE3_LC1_G2, dst: (Sink)C1_PE3_LC1_S3, time: 63.5496361566, size: 162.510666549, prio: 3]
[(Host)C1_PE3_LC1_G2, C1_PE3_LC1, (Sink)C1_PE3_LC1_S3]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C2_PE3_LC1_G3 ID:   73 Msg: [id: 73, src: (Host)C2_PE3_LC1_G3, dst: (Sink)C1_PE3_LC0_S1, time: 65.5562596248, size: 266.730633821, prio: 1]
Generated By: (Host)C1_PE3_LC1_G3 ID:   83 Msg: [id: 83, src: (Host)C1_PE3_LC1_G3, dst: (Sink)C2_PE2_LC0_S4, time: 65.5568810562, size: 430.38683658, prio: 3]
=======================================
Received at: 65.5586757289 By: (Sink)C2_PE1_LC0_S1 Msg: [id: 51, src: (Host)C2_PE3_LC0_G3, dst: (Sink)C2_PE1_LC0_S1, time: 59.9423865558, size: 24.1062305843, prio: 2]
[(Host)C2_PE3_LC0_G3, C2_PE3_LC0, C2_PE3_LC2, C2_AGG2_LC0, C2_PE1_LC2, C2_PE1_LC0, (Sink)C2_PE1_LC0_S1]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C3_PE2_LC1_G3 ID:   72 Msg: [id: 72, src: (Host)C3_PE2_LC1_G3, dst: (Sink)C2_PE1_LC1_S1, time: 65.566035498, size: 264.50228138, prio: 1]
=======================================
Received at: 65.5676168601 By: (Sink)C3_PE1_LC0_S2 Msg: [id: 76, src: (Host)C3_PE2_LC1_G4, dst: (Sink)C3_PE1_LC0_S2, time: 60.7087734176, size: 1022.43266967, prio: 1]
[(Host)C3_PE2_LC1_G4, C3_PE2_LC1, C3_PE2_LC2, C3_AGG2_LC0, C3_PE1_LC2, C3_PE1_LC0, (Sink)C3_PE1_LC0_S2]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C2_PE1_LC1_G4 ID:   70 Msg: [id: 70, src: (Host)C2_PE1_LC1_G4, dst: (Sink)C2_PE3_LC1_S4, time: 65.5751659279, size: 808.312319417, prio: 1]
Generated By: (Host)C1_PE2_LC0_G0 ID:   56 Msg: [id: 56, src: (Host)C1_PE2_LC0_G0, dst: (Sink)C2_PE3_LC1_S3, time: 65.5818453755, size: 57.567004346, prio: 1]
Generated By: (Host)C1_PE2_LC1_G2 ID:   52 Msg: [id: 52, src: (Host)C1_PE2_LC1_G2, dst: (Sink)C2_PE3_LC1_S0, time: 65.5857942261, size: 454.038863329, prio: 1]
Generated By: (Host)C2_PE2_LC0_G1 ID:   72 Msg: [id: 72, src: (Host)C2_PE2_LC0_G1, dst: (Sink)C1_PE3_LC1_S3, time: 65.5880819437, size: 232.446587087, prio: 3]
=======================================
Received at: 65.5939185018 By: (Sink)C3_PE3_LC0_S4 Msg: [id: 54, src: (Host)C3_PE3_LC1_G3, dst: (Sink)C3_PE3_LC0_S4, time: 63.5864300168, size: 312.020207657, prio: 1]
[(Host)C3_PE3_LC1_G3, C3_PE3_LC1, C3_PE3_LC0, (Sink)C3_PE3_LC0_S4]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C3_PE3_LC0_G3 ID:   66 Msg: [id: 66, src: (Host)C3_PE3_LC0_G3, dst: (Sink)C3_PE2_LC1_S3, time: 65.5949790787, size: 1229.19762225, prio: 3]
Generated By: (Host)C2_PE1_LC1_G3 ID:   72 Msg: [id: 72, src: (Host)C2_PE1_LC1_G3, dst: (Sink)C1_PE2_LC0_S2, time: 65.6064417453, size: 790.495685836, prio: 3]
Generated By: (Host)C1_PE2_LC1_G3 ID:   65 Msg: [id: 65, src: (Host)C1_PE2_LC1_G3, dst: (Sink)C2_PE3_LC0_S2, time: 65.6082509565, size: 407.397534601, prio: 3]
Generated By: (Host)C2_PE3_LC1_G1 ID:   56 Msg: [id: 56, src: (Host)C2_PE3_LC1_G1, dst: (Sink)C3_PE3_LC0_S0, time: 65.6248785518, size: 134.329273951, prio: 3]
=======================================
Received at: 65.6335645311 By: (Sink)C2_PE3_LC0_S0 Msg: [id: 31, src: (Host)C2_PE2_LC1_G4, dst: (Sink)C2_PE3_LC0_S0, time: 40.4192347586, size: 1309.55491223, prio: 2]
[(Host)C2_PE2_LC1_G4, C2_PE2_LC1, C2_PE2_LC2, C2_AGG2_LC0, C2_PE3_LC2, C2_PE3_LC0, (Sink)C2_PE3_LC0_S0]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
=======================================
Received at: 65.6445585263 By: (Sink)C3_PE2_LC0_S0 Msg: [id: 52, src: (Host)C3_PE1_LC0_G3, dst: (Sink)C3_PE2_LC0_S0, time: 60.4095381002, size: 1272.80828079, prio: 1]
[(Host)C3_PE1_LC0_G3, C3_PE1_LC0, C3_PE1_LC2, C3_AGG2_LC0, C3_PE2_LC2, C3_PE2_LC0, (Sink)C3_PE2_LC0_S0]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C3_PE1_LC1_G0 ID:   76 Msg: [id: 76, src: (Host)C3_PE1_LC1_G0, dst: (Sink)C2_PE1_LC0_S3, time: 65.6458100344, size: 201.222039352, prio: 3]
Generated By: (Host)C1_PE2_LC1_G3 ID:   66 Msg: [id: 66, src: (Host)C1_PE2_LC1_G3, dst: (Sink)C3_PE3_LC1_S1, time: 65.6627454864, size: 484.469704335, prio: 3]
Generated By: (Host)C2_PE3_LC0_G0 ID:   59 Msg: [id: 59, src: (Host)C2_PE3_LC0_G0, dst: (Sink)C1_PE2_LC1_S1, time: 65.6631968422, size: 996.953515414, prio: 3]
Generated By: (Host)C3_PE3_LC0_G1 ID:   75 Msg: [id: 75, src: (Host)C3_PE3_LC0_G1, dst: (Sink)C2_PE2_LC0_S1, time: 65.6681149679, size: 1124.84205169, prio: 2]
Generated By: (Host)C3_PE2_LC1_G3 ID:   73 Msg: [id: 73, src: (Host)C3_PE2_LC1_G3, dst: (Sink)C1_PE2_LC1_S3, time: 65.672196262, size: 233.142386024, prio: 1]
Generated By: (Host)C3_PE1_LC1_G2 ID:   72 Msg: [id: 72, src: (Host)C3_PE1_LC1_G2, dst: (Sink)C1_PE3_LC0_S0, time: 65.6825432623, size: 237.728158416, prio: 3]
=======================================
Received at: 65.6882402723 By: (Sink)C2_PE3_LC0_S4 Msg: [id: 21, src: (Host)C3_PE3_LC1_G0, dst: (Sink)C2_PE3_LC0_S4, time: 16.2478001058, size: 92.6821321104, prio: 1]
[(Host)C3_PE3_LC1_G0, C3_PE3_LC1, C3_PE3_LC2, C3_AGG1_LC0, C3_AGG1_LC1, C3_P1_LC0, C3_P1_LC1, C3_Mux, R3_1, R5_1, C2_Mux, C2_P2_LC1, C2_P2_LC0, C2_AGG2_LC1, C2_AGG2_LC0, C2_PE3_LC2, C2_PE3_LC0, (Sink)C2_PE3_LC0_S4]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
=======================================
Received at: 65.6931390841 By: (Sink)C1_PE3_LC0_S3 Msg: [id: 11, src: (Host)C2_PE3_LC0_G4, dst: (Sink)C1_PE3_LC0_S3, time: 11.6586494165, size: 867.240626733, prio: 1]
[(Host)C2_PE3_LC0_G4, C2_PE3_LC0, C2_PE3_LC2, C2_AGG2_LC0, C2_AGG2_LC1, C2_P2_LC0, C2_P2_LC1, C2_Mux, R5_1, R1_1, C1_Mux, C1_P1_LC1, C1_P1_LC0, C1_AGG2_LC1, C1_AGG2_LC0, C1_PE3_LC2, C1_PE3_LC0, (Sink)C1_PE3_LC0_S3]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C2_PE1_LC0_G2 ID:   78 Msg: [id: 78, src: (Host)C2_PE1_LC0_G2, dst: (Sink)C2_PE1_LC1_S2, time: 65.6978231125, size: 239.012727678, prio: 1]
Generated By: (Host)C1_PE1_LC0_G2 ID:   65 Msg: [id: 65, src: (Host)C1_PE1_LC0_G2, dst: (Sink)C1_PE1_LC1_S4, time: 65.7229400109, size: 879.965151458, prio: 2]
Generated By: (Host)C2_PE3_LC1_G1 ID:   57 Msg: [id: 57, src: (Host)C2_PE3_LC1_G1, dst: (Sink)C3_PE1_LC1_S2, time: 65.7396022993, size: 13.9047969113, prio: 1]
=======================================
Received at: 65.7402129766 By: (Sink)C1_PE1_LC1_S1 Msg: [id: 58, src: (Host)C1_PE1_LC1_G0, dst: (Sink)C1_PE1_LC1_S1, time: 63.7371078081, size: 194.073025633, prio: 2]
[(Host)C1_PE1_LC1_G0, C1_PE1_LC1, (Sink)C1_PE1_LC1_S1]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C2_PE3_LC1_G0 ID:   79 Msg: [id: 79, src: (Host)C2_PE3_LC1_G0, dst: (Sink)C1_PE3_LC1_S0, time: 65.7424506109, size: 75.2053602349, prio: 1]
=======================================
Received at: 65.754727639 By: (Sink)C3_PE1_LC0_S3 Msg: [id: 72, src: (Host)C3_PE1_LC0_G0, dst: (Sink)C3_PE1_LC0_S3, time: 63.7451827904, size: 596.553034664, prio: 1]
[(Host)C3_PE1_LC0_G0, C3_PE1_LC0, (Sink)C3_PE1_LC0_S3]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
=======================================
Received at: 65.760233259 By: (Sink)C1_PE3_LC1_S0 Msg: [id: 64, src: (Host)C1_PE3_LC0_G3, dst: (Sink)C1_PE3_LC1_S0, time: 63.7496954503, size: 439.075362875, prio: 1]
[(Host)C1_PE3_LC0_G3, C1_PE3_LC0, C1_PE3_LC1, (Sink)C1_PE3_LC1_S0]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C1_PE1_LC1_G1 ID:   66 Msg: [id: 66, src: (Host)C1_PE1_LC1_G1, dst: (Sink)C2_PE1_LC1_S2, time: 65.7659684736, size: 408.93540218, prio: 1]
=======================================
Received at: 65.7835132763 By: (Sink)C2_PE2_LC1_S2 Msg: [id: 52, src: (Host)C2_PE1_LC1_G0, dst: (Sink)C2_PE2_LC1_S2, time: 52.8535923481, size: 2704.92544591, prio: 2]
[(Host)C2_PE1_LC1_G0, C2_PE1_LC1, C2_PE1_LC2, C2_AGG2_LC0, C2_PE2_LC2, C2_PE2_LC1, (Sink)C2_PE2_LC1_S2]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C1_PE3_LC0_G3 ID:   69 Msg: [id: 69, src: (Host)C1_PE3_LC0_G3, dst: (Sink)C1_PE3_LC0_S3, time: 65.7931588604, size: 186.88738205, prio: 3]
=======================================
Received at: 65.7998177259 By: (Sink)C3_PE1_LC1_S3 Msg: [id: 77, src: (Host)C3_PE2_LC1_G4, dst: (Sink)C3_PE1_LC1_S3, time: 61.5814425474, size: 259.970450554, prio: 3]
[(Host)C3_PE2_LC1_G4, C3_PE2_LC1, C3_PE2_LC2, C3_AGG2_LC0, C3_PE1_LC2, C3_PE1_LC1, (Sink)C3_PE1_LC1_S3]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C1_PE3_LC0_G2 ID:   65 Msg: [id: 65, src: (Host)C1_PE3_LC0_G2, dst: (Sink)C2_PE1_LC1_S2, time: 65.8167743921, size: 82.9876880006, prio: 1]
Generated By: (Host)C3_PE1_LC1_G2 ID:   73 Msg: [id: 73, src: (Host)C3_PE1_LC1_G2, dst: (Sink)C3_PE2_LC1_S3, time: 65.8176799097, size: 26.9445688284, prio: 3]
Generated By: (Host)C2_PE1_LC1_G1 ID:   76 Msg: [id: 76, src: (Host)C2_PE1_LC1_G1, dst: (Sink)C1_PE2_LC1_S0, time: 65.8314946365, size: 1232.63092725, prio: 1]
Generated By: (Host)C2_PE1_LC0_G0 ID:   71 Msg: [id: 71, src: (Host)C2_PE1_LC0_G0, dst: (Sink)C2_PE1_LC1_S3, time: 65.8439537052, size: 472.793297291, prio: 3]
Generated By: (Host)C3_PE1_LC0_G1 ID:   53 Msg: [id: 53, src: (Host)C3_PE1_LC0_G1, dst: (Sink)C3_PE1_LC1_S3, time: 65.8549281233, size: 2020.57947151, prio: 3]
Generated By: (Host)C3_PE3_LC1_G3 ID:   56 Msg: [id: 56, src: (Host)C3_PE3_LC1_G3, dst: (Sink)C3_PE3_LC1_S3, time: 65.8602499179, size: 9.09962389548, prio: 1]
Generated By: (Host)C2_PE1_LC0_G1 ID:   70 Msg: [id: 70, src: (Host)C2_PE1_LC0_G1, dst: (Sink)C2_PE1_LC0_S3, time: 65.8632583658, size: 220.492682207, prio: 3]
Generated By: (Host)C2_PE1_LC0_G4 ID:   69 Msg: [id: 69, src: (Host)C2_PE1_LC0_G4, dst: (Sink)C1_PE1_LC0_S0, time: 65.8687137349, size: 394.861509405, prio: 1]
=======================================
Received at: 65.8751949139 By: (Sink)C3_PE2_LC0_S4 Msg: [id: 73, src: (Host)C3_PE2_LC1_G1, dst: (Sink)C3_PE2_LC0_S4, time: 63.8230529601, size: 2172.58140737, prio: 3]
[(Host)C3_PE2_LC1_G1, C3_PE2_LC1, C3_PE2_LC0, (Sink)C3_PE2_LC0_S4]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C1_PE1_LC0_G3 ID:   66 Msg: [id: 66, src: (Host)C1_PE1_LC0_G3, dst: (Sink)C3_PE2_LC0_S0, time: 65.8768088022, size: 554.684827105, prio: 3]
Generated By: (Host)C2_PE3_LC1_G3 ID:   74 Msg: [id: 74, src: (Host)C2_PE3_LC1_G3, dst: (Sink)C1_PE1_LC0_S0, time: 65.8818581767, size: 518.756656038, prio: 2]
Generated By: (Host)C2_PE3_LC0_G4 ID:   51 Msg: [id: 51, src: (Host)C2_PE3_LC0_G4, dst: (Sink)C3_PE1_LC0_S1, time: 65.8912564097, size: 88.0461630555, prio: 1]
Generated By: (Host)C2_PE2_LC0_G3 ID:   79 Msg: [id: 79, src: (Host)C2_PE2_LC0_G3, dst: (Sink)C2_PE2_LC0_S0, time: 65.902144287, size: 645.072209014, prio: 1]
=======================================
Received at: 65.9029848754 By: (Sink)C2_PE2_LC0_S2 Msg: [id: 54, src: (Host)C2_PE2_LC1_G4, dst: (Sink)C2_PE2_LC0_S2, time: 63.8878927161, size: 628.839972954, prio: 3]
[(Host)C2_PE2_LC1_G4, C2_PE2_LC1, C2_PE2_LC0, (Sink)C2_PE2_LC0_S2]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C3_PE2_LC1_G4 ID:   84 Msg: [id: 84, src: (Host)C3_PE2_LC1_G4, dst: (Sink)C3_PE1_LC1_S2, time: 65.9166578495, size: 511.281581675, prio: 3]
Generated By: (Host)C3_PE2_LC1_G0 ID:   53 Msg: [id: 53, src: (Host)C3_PE2_LC1_G0, dst: (Sink)C2_PE2_LC1_S1, time: 65.9183861888, size: 151.336187165, prio: 3]
Generated By: (Host)C3_PE1_LC1_G1 ID:   58 Msg: [id: 58, src: (Host)C3_PE1_LC1_G1, dst: (Sink)C3_PE1_LC1_S4, time: 65.9185290255, size: 776.475088642, prio: 1]
=======================================
Received at: 65.9206060967 By: (Sink)C1_PE1_LC0_S2 Msg: [id: 44, src: (Host)C1_PE2_LC1_G2, dst: (Sink)C1_PE1_LC0_S2, time: 56.9866906056, size: 2.77955840324, prio: 2]
[(Host)C1_PE2_LC1_G2, C1_PE2_LC1, C1_PE2_LC2, C1_AGG2_LC0, C1_PE1_LC2, C1_PE1_LC0, (Sink)C1_PE1_LC0_S2]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
=======================================
Received at: 65.9261439458 By: (Sink)C1_PE1_LC0_S4 Msg: [id: 17, src: (Host)C2_PE3_LC1_G0, dst: (Sink)C1_PE1_LC0_S4, time: 14.4205467976, size: 697.790256527, prio: 1]
[(Host)C2_PE3_LC1_G0, C2_PE3_LC1, C2_PE3_LC2, C2_AGG2_LC0, C2_AGG2_LC1, C2_P2_LC0, C2_P2_LC1, C2_Mux, R5_1, R1_1, C1_Mux, C1_P1_LC1, C1_P1_LC0, C1_AGG2_LC1, C1_AGG2_LC0, C1_PE1_LC2, C1_PE1_LC0, (Sink)C1_PE1_LC0_S4]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
=======================================
Received at: 65.9280167901 By: (Sink)C3_PE1_LC1_S1 Msg: [id: 35, src: (Host)C1_PE1_LC1_G3, dst: (Sink)C3_PE1_LC1_S1, time: 31.6101403622, size: 56.0560396706, prio: 1]
[(Host)C1_PE1_LC1_G3, C1_PE1_LC1, C1_PE1_LC2, C1_AGG2_LC0, C1_AGG2_LC1, C1_P1_LC0, C1_P1_LC1, C1_Mux, R1_1, R3_1, C3_Mux, C3_P1_LC1, C3_P1_LC0, C3_AGG1_LC1, C3_AGG1_LC0, C3_PE1_LC2, C3_PE1_LC1, (Sink)C3_PE1_LC1_S1]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
=======================================
Received at: 65.9406829955 By: (Sink)C3_PE1_LC0_S3 Msg: [id: 78, src: (Host)C3_PE2_LC1_G4, dst: (Sink)C3_PE1_LC0_S3, time: 61.634440547, size: 177.726466656, prio: 2]
[(Host)C3_PE2_LC1_G4, C3_PE2_LC1, C3_PE2_LC2, C3_AGG2_LC0, C3_PE1_LC2, C3_PE1_LC0, (Sink)C3_PE1_LC0_S3]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C3_PE2_LC1_G4 ID:   85 Msg: [id: 85, src: (Host)C3_PE2_LC1_G4, dst: (Sink)C1_PE1_LC1_S1, time: 65.9424125161, size: 503.066726854, prio: 1]
=======================================
Received at: 65.9469412018 By: (Sink)C3_PE1_LC0_S0 Msg: [id: 73, src: (Host)C3_PE1_LC0_G4, dst: (Sink)C3_PE1_LC0_S0, time: 63.9263325923, size: 1288.03809532, prio: 2]
[(Host)C3_PE1_LC0_G4, C3_PE1_LC0, (Sink)C3_PE1_LC0_S0]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
=======================================
Received at: 65.9528563298 By: (Sink)C2_PE1_LC0_S0 Msg: [id: 61, src: (Host)C1_PE3_LC1_G1, dst: (Sink)C2_PE1_LC0_S0, time: 52.5503812689, size: 483.537133089, prio: 1]
[(Host)C1_PE3_LC1_G1, C1_PE3_LC1, C1_PE3_LC2, C1_AGG2_LC0, C1_AGG2_LC1, C1_P1_LC0, C1_P1_LC1, C1_Mux, R1_1, R5_1, C2_Mux, C2_P2_LC1, C2_P2_LC0, C2_AGG2_LC1, C2_AGG2_LC0, C2_PE1_LC2, C2_PE1_LC0, (Sink)C2_PE1_LC0_S0]
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Generated By: (Host)C3_PE3_LC0_G1 ID:   76 Msg: [id: 76, src: (Host)C3_PE3_LC0_G1, dst: (Sink)C1_PE3_LC0_S1, time: 65.9561559336, size: 2019.31951517, prio: 3]
Generated By: (Host)C1_PE1_LC0_G4 ID:   58 Msg: [id: 58, src: (Host)C1_PE1_LC0_G4, dst: (Sink)C1_PE2_LC1_S3, time: 65.980043804, size: 1030.92893435, prio: 3]
Generated By: (Host)C3_PE1_LC1_G3 ID:   63 Msg: [id: 63, src: (Host)C3_PE1_LC1_G3, dst: (Sink)C3_PE1_LC1_S4, time: 65.9802787901, size: 666.412278046, prio: 3]
Generated By: (Host)C2_PE3_LC1_G4 ID:   74 Msg: [id: 74, src: (Host)C2_PE3_LC1_G4, dst: (Sink)C3_PE2_LC0_S0, time: 65.9877562815, size: 869.393838508, prio: 2]
=======================================
